门店名称,系统名称,大区,小区,省名称,地城市,渠道
上海新欧尚超市有限公司南汇店,欧尚上海南汇店,东区,苏沪区,上海,上海,大润发
上海欧尚超市有限公司中原店,欧尚上海中原店,东区,苏沪区,上海,上海,大润发
上海欧尚超市有限公司闵行店,欧尚上海闵行店,东区,苏沪区,上海,上海,大润发
上海新欧尚超市有限公司嘉定店,欧尚上海嘉定店,东区,苏沪区,上海,上海,大润发
上海欧尚超市有限公司长阳店,欧尚上海长阳店,东区,苏沪区,上海,上海,大润发
上海市家乐福松江2店,家乐福上海松江荣乐店,东区,苏沪区,上海,上海,家乐福
家乐福上海漕盈店,家乐福上海漕盈店,东区,苏沪区,上海,上海,家乐福
上海联家超市有限公司浦江店,家乐福上海浦江店,东区,苏沪区,上海,上海,家乐福
上海联家超市有限公司曹路店,家乐福上海金海路店,东区,苏沪区,上海,上海,家乐福
上海联家超市有限公司柳州店,家乐福上海柳洲路店,东区,苏沪区,上海,上海,家乐福
上海联家超市有限公司宜山店,家乐福上海宜山店,东区,苏沪区,上海,上海,家乐福
上海联家超市有限公司虹口店,家乐福上海虹口店,东区,苏沪区,上海,上海,家乐福
上海联家超市有限公司万达店,家乐福上海万达广场店,东区,苏沪区,上海,上海,家乐福
上海联家超市有限公司-真北店,家乐福上海真北店,东区,苏沪区,上海,上海,家乐福
上海联家超市有限公司-川沙店,家乐福上海川沙店,东区,苏沪区,上海,上海,家乐福
上海联家超市有限公司张江店,家乐福上海张江高科店,东区,苏沪区,上海,上海,家乐福
上海联家超市有限公司徐泾店,家乐福上海徐泾店,东区,苏沪区,上海,上海,家乐福
上海联家超市有限公司-巨峰店,家乐福上海巨峰店,东区,苏沪区,上海,上海,家乐福
上海联家超市有限公司徐汇店,家乐福上海徐汇店,东区,苏沪区,上海,上海,家乐福
上海联家超市有限公司莘庄店,家乐福上海莘庄店,东区,苏沪区,上海,上海,家乐福
上海联家超市有限公司-曲阳,家乐福上海曲阳店,东区,苏沪区,上海,上海,家乐福
上海联家超市有限公-七宝,家乐福上海七宝店,东区,苏沪区,上海,上海,家乐福
上海联家超市有限公司－南方,家乐福上海南方商城店,东区,苏沪区,上海,上海,家乐福
上海联家超市有限公司联洋,家乐福上海联洋店,东区,苏沪区,上海,上海,家乐福
上海联家超市有限公司-金桥,家乐福上海金桥店,东区,苏沪区,上海,上海,家乐福
上海联家超市有限公司－古北,家乐福上海古北店,东区,苏沪区,上海,上海,家乐福
上海联家超市有限公司－共江,家乐福上海共江店,东区,苏沪区,上海,上海,家乐福
特易购商业(上海)有限公司上海沈浦泾路分公司,乐购上海沈浦泾路店,东区,苏沪区,上海,上海,乐购
乐购周浦店,特易购上海周浦店,东区,苏沪区,上海,上海,乐购
上海七宝乐购购物中心有限公司,华润万家上海七宝店,东区,苏沪区,上海,上海,乐购
锦江麦德龙现购自运公司－浦东,麦德龙上海浦东店,东区,苏沪区,上海,上海,麦德龙
锦江麦德龙现购自运公司－闵行,麦德龙上海闵行店,东区,苏沪区,上海,上海,麦德龙
山姆会员2店,山姆上海赵巷镇业锦路店,东区,苏沪区,上海,上海,山姆
沃尔玛上海施湾分店,沃尔玛上海施湾店,东区,苏沪区,上海,上海,沃尔玛
沃尔玛凌云店,沃尔玛上海老沪闵路店,东区,苏沪区,上海,上海,沃尔玛
沃尔玛松江店,沃尔玛上海松汇中路店,东区,苏沪区,上海,上海,沃尔玛
沃尔玛田林店,沃尔玛上海田林店,东区,苏沪区,上海,上海,沃尔玛
沃尔玛上海临沂北路店,沃尔玛上海临沂店,东区,苏沪区,上海,上海,沃尔玛
上海闵行区浦江万达广场店,永辉上海浦江万达广场店,东区,苏沪区,上海,上海,永辉
上海浦东新区曹路恒越广场店,永辉上海曹路恒越广场店,东区,苏沪区,上海,上海,永辉
上海松江九亭金地店,永辉上海松江九亭店,东区,苏沪区,上海,上海,永辉
上海浦东新区--三林万科店,永辉上海三林店,东区,苏沪区,上海,上海,永辉
上海松江区--云间路店,永辉上海云间路店,东区,苏沪区,上海,上海,永辉
永辉青浦宝龙店,永辉上海青浦宝龙店,东区,苏沪区,上海,上海,永辉
唐镇阳光城店,永辉上海唐镇阳光城店,东区,苏沪区,上海,上海,永辉
龙湖北城天街店,永辉上海龙湖北城天街店,东区,苏沪区,上海,上海,永辉
龙湖虹桥天街店,永辉上海虹桥天街店,东区,苏沪区,上海,上海,永辉
嘉定区宝龙店,永辉上海宝龙广场店,东区,苏沪区,上海,上海,永辉
嘉定区嘉定大融城店,永辉上海嘉定大融城店,东区,苏沪区,上海,上海,永辉
永辉金山万达广场店,永辉上海金山店,东区,苏沪区,上海,上海,永辉
永辉宝山长江国际店,永辉上海长江国际店,东区,苏沪区,上海,上海,永辉
永辉松江万达店,永辉上海松江万达店,东区,苏沪区,上海,上海,永辉
永辉黄浦鲁班路店,永辉上海鲁班路店,东区,苏沪区,上海,上海,永辉
大润发盐城滨海店,大润发盐城滨海店,东区,苏沪区,江苏,盐城,大润发
大润发盐城滨海店,大润发盐城滨海店,东区,苏沪区,江苏,盐城,大润发
欢乐买宏大店,欢乐买邳州宏大店,东区,苏沪区,江苏,邳州,GT-MT
江苏永辉超市有限公司太仓上海路分公司,永辉苏州太仓万达店,东区,苏沪区,江苏,太仓,永辉
(3046)灌云人民路华润苏果购物广场(807001)???购物广场,苏果连云港新民南路店,东区,苏沪区,江苏,灌云县,苏果
江苏永辉超市有限公司浦口海都路分公司,永辉南京江浦店,东区,苏沪区,江苏,南京,永辉
上海世纪联华超市闵行颛桥有限公司,世纪联华上海颛桥店,东区,苏沪区,上海,上海,世纪联华
永辉宝山通河路店,永辉上海通河店,东区,苏沪区,上海,上海,永辉
格致路社区店,苏果南京格致社区店,东区,苏沪区,江苏,南京,苏果
亚乐城永辉,永辉上海亚乐城店,东区,苏沪区,上海,上海,永辉
新港滨江吴江大润发,大润发常熟江南大道店,东区,苏沪区,江苏,苏州,经销商
保真金宝店,保真超市连云港金宝店,东区,苏沪区,江苏,连云港,GT-MT
礼嘉北京联华(南)(武进区礼嘉百兴北京新世联华超市加盟店),北京联华常州礼嘉店,东区,苏沪区,江苏,常州,经销商
大张镇江长申店,洛阳大张镇江常发广场店,东区,苏沪区,江苏,镇江,洛阳大张
大张长申苏州店,洛阳大张苏州伊山湖中心店,东区,苏沪区,江苏,苏州,洛阳大张
上海市闵行区吴中爱琴海店,永辉上海吴中爱琴海店,东区,苏沪区,上海,上海,永辉
上海嘉定区--南翔印象城店,永辉上海南翔印象城店,东区,苏沪区,上海,上海,永辉
上海徐汇-华泾永辉,永辉上海华泾龙湖店,东区,苏沪区,上海,上海,永辉
滨海欧尚,欧尚超市盐城海滨大道店,东区,苏沪区,江苏,盐城,GT-MT
上冈隆世达超市,隆世达盐城人民中路,东区,苏沪区,江苏,盐城,GT-MT
如东栟茶好润多,好润多南通卫海北路店,东区,苏沪区,江苏,南通,好润多
如皋长江好润多,好润多南通如皋市长江店,东区,苏沪区,江苏,南通,好润多
新区梅村典城百货超市（梅村华联）,上海华联购物中心无锡梅村店,东区,苏沪区,江苏,无锡,经销商
常客隆连锁<海虞一店>,常客隆常熟海虞北路店,东区,苏沪区,江苏,苏州,经销商
高淳永乐辉生活超市东坝店,永乐辉南京振兴路店,东区,苏沪区,江苏,南京,经销商
万润发华夏店,万润发淮安华夏店,东区,苏沪区,江苏,淮安,GT-MT
新沂品尚多钟吾路店,品尚多徐州钟吾店,东区,苏沪区,江苏,徐州,经销商
四季青红立A,红立A超市宿迁四季青店,东区,苏沪区,江苏,宿迁,经销商
上海大华大润发商贸有限公司,大润发上海大华店,东区,苏沪区,上海,上海,大润发
上海万安山姆超市有限公司,山姆上海外高桥店,东区,苏沪区,上海,上海,山姆
沃尔玛（江苏）商业零售有限公司苏州木渎山姆会员商店,山姆苏州木渎店,东区,苏沪区,江苏,苏州,山姆
华润苏州阳澄湖西路店$HRWJ-0642,华润万家苏州相城店,东区,苏沪区,江苏,苏州,华润
邹区易买得（西）,易买得常州泰富时代广场店,东区,苏沪区,江苏,常州,经销商
上海世纪联华超市杨浦有限公司,世纪联华上海国和路店,东区,苏沪区,上海,上海,世纪联华
山观恒隆购物中心,山观无锡恒隆购物中心店,东区,苏沪区,江苏,无锡,GT-MT
上海世纪联华超市南汇有限公司,世纪联华上海南汇店,东区,苏沪区,上海,上海,世纪联华
上海世纪联华西部商业有限公司中环路,世纪联华上海中环店,东区,苏沪区,上海,上海,世纪联华
上海世纪联华外高桥购物有限公司,世纪联华上海外高桥店,东区,苏沪区,上海,上海,世纪联华
洛阳明都(吉麦隆),明都超市常州洛阳店,东区,苏沪区,江苏,常州,吉麦隆
南通大润发港闸店,大润发南通北大街店,东区,苏沪区,江苏,南通,大润发
南通新欧尚超市有限公司港闸店,大润发南通港闸店,东区,苏沪区,江苏,南通,大润发
沃尔玛（江苏）商业零售有限公司昆山山姆会员商店,沃尔玛山姆昆山开发区店,东区,苏沪区,江苏,苏州,山姆
景盛源超市,景盛源扬州万达广场店,东区,苏沪区,江苏,扬州,经销商
祝塘吉麦隆,吉麦隆江阴祝塘店,东区,苏沪区,江苏,无锡,吉麦隆
家得乐体育馆店,家得乐超市盐城解放南路店,东区,苏沪区,江苏,盐城,GT-MT
常德大润发商业有限公司,大润发常德武陵店,南区,湖广区,湖南,常德,大润发
沃尔玛郴州伍岭店2015,沃尔玛郴州五岭路店,南区,湖广区,湖南,郴州,沃尔玛
沃尔玛五江店,沃尔玛娄底大汉路店,南区,湖广区,湖南,娄底,沃尔玛
沃尔玛娄底购物广场,沃尔玛娄底春园商业步行街店,南区,湖广区,湖南,娄底,沃尔玛
沃尔玛邵阳宝庆路店,沃尔玛邵阳市宝庆东路分店,南区,湖广区,湖南,邵阳,沃尔玛
沃尔玛新化店,沃尔玛娄底新化店,南区,湖广区,湖南,新化,沃尔玛
沃尔玛益阳购物广场店2025,沃尔玛益阳桃花伦西路店,南区,湖广区,湖南,益阳,沃尔玛
岳阳大润发商业有限公司,大润发岳阳青年路店,南区,湖广区,湖南,岳阳,大润发
沃尔玛岳阳巴陵中路分店,沃尔玛岳阳巴陵中路店,南区,湖广区,湖南,岳阳,沃尔玛
浏阳大润发商业有限公司,大润发长沙浏阳店,南区,湖广区,湖南,长沙,大润发
长沙宁乡润福商业有限公司,大润发长沙宁乡店,南区,湖广区,湖南,长沙,大润发
昆山润华商业有限公司长沙分公司,大润发长沙高桥店,南区,湖广区,湖南,长沙,大润发
沃尔玛长沙观沙路分店,沃尔玛长沙观沙岭店,南区,湖广区,湖南,长沙,沃尔玛
沃尔玛（湖南）商业零售有限公司长沙福元西路分店,沃尔玛长沙开福店,南区,湖广区,湖南,长沙,沃尔玛
湖南长沙市--永辉星沙松雅湖店,永辉长沙松雅湖新城吾悦广场店,南区,湖广区,湖南,长沙,永辉
沃尔玛攸县店,沃尔玛株洲大巷路店,南区,湖广区,湖南,株洲,沃尔玛
沃尔玛株洲西店,沃尔玛株洲神龙城店,南区,湖广区,湖南,株洲,沃尔玛
四川永辉超市有限公司巴中万达店,永辉巴中万达店,西区,四川区,四川,巴中,永辉
成都幸福大润发商贸有限公司,大润发都江堰莲花南路店,西区,四川区,四川,成都,大润发
欧尚东升,欧尚成都双流店,西区,四川区,四川,成都,大润发
欧尚成都华阳店,欧尚成都华阳店,西区,四川区,四川,成都,大润发
欧尚成都金牛店,欧尚成都金牛店,西区,四川区,四川,成都,大润发
欧尚高新,欧尚成都高新店,西区,四川区,四川,成都,大润发
四川家乐福邛崃店,家乐福邛崃司马店,西区,四川区,四川,成都,家乐福
家乐福新都店,家乐福成都新都店,西区,四川区,四川,成都,家乐福
家乐福大邑店,家乐福成都大邑店,西区,四川区,四川,成都,家乐福
成都家乐福超市有限公司府青路店,家乐福成都府青路店,西区,四川区,四川,成都,家乐福
成都家乐福超市有限公司红牌楼店,家乐福成都红牌楼店,西区,四川区,四川,成都,家乐福
成都家乐福超市有限公司,家乐福成都新光路店,西区,四川区,四川,成都,家乐福
沃尔玛(四川)百货有限公司成都盛邦街分店,沃尔玛成都盛邦街店,西区,四川区,四川,成都,沃尔玛
沃尔玛成都龙泉店,沃尔玛成都龙泉驿分店,西区,四川区,四川,成都,沃尔玛
沃尔玛成龙大道店,沃尔玛成都枫树街店,西区,四川区,四川,成都,沃尔玛
沃尔玛成都中海国际店,沃尔玛成都蜀西店,西区,四川区,四川,成都,沃尔玛
四川省沃尔玛彭州店,沃尔玛成都彭州店,西区,四川区,四川,成都,沃尔玛
沃尔玛成都西城店213,沃尔玛成都石人北路店,西区,四川区,四川,成都,沃尔玛
沃尔玛成都府河店,沃尔玛成都府河店,西区,四川区,四川,成都,沃尔玛
四川永辉达州大竹县天泰新天地店,永辉达州天泰新天地店,西区,四川区,四川,成都,永辉
四川永辉超市有限公司德阳新城吾悦店,永辉德阳新城吾悦店,西区,四川区,四川,成都,永辉
四川永辉超市有限公司龙泉万达广场店,永辉成都龙泉万达广场店,西区,四川区,四川,成都,永辉
四川永辉超市有限公司新津荣信时代店,永辉成都新悦广场店,西区,四川区,四川,成都,永辉
四川永辉超市有限公司双铁广场店,永辉成都双铁路店,西区,四川区,四川,成都,永辉
四川永辉超市有限公司天府欧城店,永辉成都天府欧城店,西区,四川区,四川,成都,永辉
四川永辉超市有限公司成都蜀都万达店,永辉成都蜀都万达店,西区,四川区,四川,成都,永辉
永辉锦江城市花园,永辉成都锦江城市花园店,西区,四川区,四川,成都,永辉
永辉西单商场金沙店,永辉成都西单店,西区,四川区,四川,成都,永辉
永辉龙湖金楠天街,永辉成都龙湖金楠天街店,西区,四川区,四川,成都,永辉
永辉银泰城,永辉成都银泰城店,西区,四川区,四川,成都,永辉
永辉成都市崇州金都汇店,永辉成都崇州店,西区,四川区,四川,成都,永辉
四川永辉龙泉皇冠国际广场店,永辉成都皇冠国际店,西区,四川区,四川,成都,永辉
四川永辉超市有限公司成都高新区时代天街分公司,永辉成都龙湖时代天街店,西区,四川区,四川,成都,永辉
四川永辉超市有限公司成都青羊区青羊广场分公司,永辉成都青羊光华店,西区,四川区,四川,成都,永辉
